County,Type,Facility Name,Street Address,City,State,ZIP,Location
Kings,Grocery,"Asmax Food, Inc.",Flatlands Av,Brooklyn,NY,11236,"Flatlands Av
Brooklyn, NY 11236
(40.64262439000004, -73.90225897299996)"
Orange,Grocery,Garfield Kollel Food Corp.,Garfield Rd 201,Monroe,NY,10950,"Garfield Rd 201
Monroe, NY 10950
(41.34063826100004, -74.16893090499997)"
Sullivan,Grocery w/ Pharmacy inside,Walmart #2547,Anawana Lake Rd,Monticello,NY,12701,"Anawana Lake Rd
Monticello, NY 12701
(41.693965037000055, -74.68140882799997)"
Kings,Grocery,Willy's Deli Corp.,Rockaway Parkway,Brooklyn,NY,11236,"Rockaway Parkway
Brooklyn, NY 11236
(40.64379788200006, -73.90080056899995)"
Cattaraugus,Grocery (Formula Allowed),Tops Market #271,East Washington Street,Ellicottville,NY,14731,"East Washington Street
Ellicottville, NY 14731
(42.27688724600006, -78.66903651999996)"
Kings,Grocery,"86th Street Grocery & Snacks, Inc.",86th Street,Brooklyn,NY,11214,"86th Street
Brooklyn, NY 11214
(40.60340428100005, -73.99630215299999)"
Queens,Grocery,Ideal Food Basket,Corona Av,Corona,NY,11368,"Corona Av
Corona, NY 11368
(40.74410712000008, -73.85959164999997)"
Broome,Grocery (Formula Allowed),Weis Markets #217,Hooper Road,Endwell,NY,13760,"Hooper Road
Endwell, NY 13760
(42.122196565000024, -76.02054832299996)"
Erie,Grocery,7-Eleven #35136,Walden ave,Buffalo,NY,14211,"Walden ave
Buffalo, NY 14211
(42.90536602100008, -78.81017576599999)"
Steuben,Grocery w/ Pharmacy inside,Tops Market #539,W Morris St,Bath,NY,14810,"W Morris St
Bath, NY 14810
(42.33827452700007, -77.33286671399998)"
Kings,Grocery,Food World,East 107th St,Brooklyn,NY,11236,"East 107th St
Brooklyn, NY 11236
(40.64761820200005, -73.89238783699994)"
Kings,Grocery (Formula Allowed),C-Town Supermarkets,East 16th St,Brooklyn,NY,11226,"East 16th St
Brooklyn, NY 11226
(40.649435477000054, -73.96505598399995)"
Kings,Grocery (Formula Allowed),C-Town Supermarkets,Graham Ave,Brooklyn,NY,11211,"Graham Ave
Brooklyn, NY 11211
(40.71519008100006, -73.94449474999993)"
Monroe,Grocery,Convenient Food Mart,North Clinton Avenue,Rochester,NY,14621,"North Clinton Avenue
Rochester, NY 14621
(43.18683431900007, -77.61371638299994)"
Suffolk,Pharmacy Only,CVS Pharmacy #2042,Jericho Turnpike,Smithtown,NY,11787,"Jericho Turnpike
Smithtown, NY 11787
(40.85577833200006, -73.18107912199997)"
Richmond,Grocery,Campo Bello Fresh Market Corp,Richmond Rd,Staten Island,NY,10304,"Richmond Rd
Staten Island, NY 10304
(40.59927810200003, -74.09175659999994)"
Kings,Grocery,Bhutta Grocery And Halal Meat Inc,Coney Island Av,Brooklyn,NY,11218,"Coney Island Av
Brooklyn, NY 11218
(40.64315227700007, -73.96990690899997)"
Queens,Pharmacy Only,Walgreens #1180,Crescent Street,Astoria,NY,11106,"Crescent Street
Astoria, NY 11106
(40.76131065700008, -73.93048003599995)"
Queens,Grocery,Shop Smart,Brookville Blvd.,Rosedale,NY,11422,"Brookville Blvd.
Rosedale, NY 11422
(40.66106474600008, -73.74228672199996)"
Nassau,Grocery (Formula Allowed),Best Market,Merrick Ro,Merrick,NY,11566,"Merrick Ro
Merrick, NY 11566
(40.654219030000036, -73.55330832399994)"
Westchester,Pharmacy Only,Walgreens #2122,Nepperhan Ave,Yonkers,NY,10703,"Nepperhan Ave
Yonkers, NY 10703
(40.958231366000064, -73.87296625399995)"
Clinton,Grocery w/ Pharmacy inside,Price Chopper #168,Centre Drive,Plattsburgh,NY,12901,"Centre Drive
Plattsburgh, NY 12901
(44.695892782000044, -73.49391856999995)"
Putnam,Grocery (Formula Allowed),Stop & Shop #2515,County Road Route 6,Mahopac,NY,10541,"County Road Route 6
Mahopac, NY 10541
(41.372568433000026, -73.73355471099995)"
Queens,Grocery (Formula Allowed),Key Food,Lefferts Blvd,South Ozone Park,NY,11420,"Lefferts Blvd
South Ozone Park, NY 11420
(40.673157970000034, -73.82004237799998)"
Bronx,Grocery,Food Universe Marketplace,West 183rd Street,Bronx,NY,10453,"West 183rd Street
Bronx, NY 10453
(40.85952213200005, -73.90760460799999)"
Kings,Pharmacy Only,Walgreens #2650,Avenue U,Brooklyn,NY,11234,"Avenue U
Brooklyn, NY 11234
(40.61685390400004, -73.91167409299999)"
Putnam,Grocery (Formula Allowed),Tops Market #535,Us Route 6,Carmel,NY,10512,"Us Route 6
Carmel, NY 10512
(41.412268650000044, -73.66622825999997)"
Nassau,Grocery (Formula Allowed),Western Beef #014,Dutch Broadway,Elmont,NY,11003,"Dutch Broadway
Elmont, NY 11003
(40.69015666000007, -73.70955310499994)"
Suffolk,Grocery,ShopRite Of Selden,College Plaza,Selden,NY,11784,"College Plaza
Selden, NY 11784
(40.86482138400004, -73.04792159299996)"
Nassau,Grocery (Formula Allowed),Gala Foods Supermarket,W Merrick Road,Freeport,NY,11520,"W Merrick Road
Freeport, NY 11520
(40.65234269000007, -73.59150042799996)"
Erie,Grocery (Formula Allowed),Tops Market #276,Main St,Williamsville,NY,14221,"Main St
Williamsville, NY 14221
(42.965908970000044, -78.72602736199997)"
Kings,Pharmacy Only,Walgreens #13616,Liberty St,Brooklyn,NY,11208,"Liberty St
Brooklyn, NY 11208
(40.677740467000035, -73.87361344699997)"
Chautauqua,Pharmacy Only,CVS Pharmacy #309,East Fourth St,Dunkirk,NY,14048,"East Fourth St
Dunkirk, NY 14048
(42.48364182300003, -79.33135681799996)"
New York,Pharmacy Only,Duane Reade #14118,Broadway,New York,NY,10007,"Broadway
New York, NY 10007
(40.71302530600008, -74.00723019299994)"
Kings,Grocery (Formula Allowed),Ideal Food Basket,Washington Av,Brooklyn,NY,11238,"Washington Av
Brooklyn, NY 11238
(40.67991675700006, -73.96417641299996)"
Warren,Grocery (Formula Allowed),Tops #701,Main St,Warrensburg,NY,12885,"Main St
Warrensburg, NY 12885
(43.49934983500003, -73.77987958599994)"
Nassau,Pharmacy Only,CVS Pharmacy #7185,Seamans Neck Road,Seaford,NY,11783,"Seamans Neck Road
Seaford, NY 11783
(40.71037681800004, -73.49160734999998)"
Suffolk,Pharmacy Only,CVS Pharmacy #3105,Main Road,Mattituck,NY,11952,"Main Road
Mattituck, NY 11952
(40.99246457100003, -72.53107477999998)"
New York,Pharmacy Only,Duane Reade #14200,2nd Ave,New York,NY,10016,"2nd Ave
New York, NY 10016
(40.74417226500003, -73.97634548899998)"
Erie,Grocery,The Corner Store,Connecticut St,Buffalo,NY,14213,"Connecticut St
Buffalo, NY 14213
(42.905830484000035, -78.88782008699997)"
Nassau,Pharmacy Only,CVS Pharmacy #1952,East Jericho Turnpike,Mineola,NY,11501,"East Jericho Turnpike
Mineola, NY 11501
(40.75360585100003, -73.62776227999996)"
New York,Pharmacy Only,Duane Reade #14104,Park Ave S,New York,NY,10016,"Park Ave S
New York, NY 10016
(40.74546815600007, -73.98244761499996)"
Rockland,Grocery w/ Pharmacy inside,ShopRite Of Stony Point #268,Holt Drive,Stony Point,NY,10980,"Holt Drive
Stony Point, NY 10980
(41.21657894600003, -73.98322213399996)"
Kings,Grocery,Sunflower Grocery,Fort Hamilton Pw,Brooklyn,NY,11218,"Fort Hamilton Pw
Brooklyn, NY 11218
(40.646516579000036, -73.98338213899996)"
Erie,Grocery (Formula Allowed),Pixley's Shurfine,Buell St,Akron,NY,14001,"Buell St
Akron, NY 14001
(43.008480785000074, -78.50196652599999)"
Suffolk,Pharmacy Only,CVS Pharmacy #11,New York Ave,Halesite,NY,11743,"New York Ave
Halesite, NY 11743
(40.88512981700006, -73.41834082799994)"
Queens,Grocery (Formula Allowed),Target Store T-2451,College Point Bo Ste F600,Flushing,NY,11354,"College Point Bo Ste F600
Flushing, NY 11354
(40.77442197000005, -73.84588151299994)"
Fulton,Grocery (Formula Allowed),Save-A-Lot #5928,Arterial Plaza,Gloversville,NY,12078,"Arterial Plaza
Gloversville, NY 12078
(43.051784600000076, -74.34337629999999)"
New York,Pharmacy Only,Duane Reade #14335,W 145th St,New York,NY,10039,"W 145th St
New York, NY 10039
(40.82184816900008, -73.93959993199996)"
Nassau,Pharmacy Only,CVS Pharmacy #218,Hempstead Tpke,Levittown,NY,11756,"Hempstead Tpke
Levittown, NY 11756
(40.72562004000008, -73.50612969499997)"
Chenango,Grocery,Sherburne Big M,North Main St,Sherburne,NY,13460,"North Main St
Sherburne, NY 13460
(42.68450829000005, -75.50126082199995)"
Ulster,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8346,Route 32,Modena,NY,12548,"Route 32
Modena, NY 12548
(41.65814181700006, -74.11360722399996)"
Kings,Grocery (Formula Allowed),Bravo Supermarket,New Lots Av,Brooklyn,NY,11207,"New Lots Av
Brooklyn, NY 11207
(40.66275399500006, -73.89101481099993)"
Kings,Grocery,Brooklyn Harvest Market,North 5th St,Brooklyn,NY,11249,"North 5th St
Brooklyn, NY 11249
(40.718347116000075, -73.96154291199997)"
New York,Pharmacy Only,"Bowen Pharmacy, Inc",10th Avenue,New York,NY,10019,"10th Avenue
New York, NY 10019
(40.76693066400003, -73.99015656499995)"
Queens,Grocery,"Alam & Brothers, Inc.",Queens Bo,Sunnyside,NY,11104,"Queens Bo
Sunnyside, NY 11104
(40.74280301500005, -73.91689920799996)"
Kings,Grocery (Formula Allowed),Foodtown #589,Mcdonald Ave,Brooklyn,NY,11218,"Mcdonald Ave
Brooklyn, NY 11218
(40.63763867900008, -73.97845634799995)"
Kings,Grocery,"Shabuj Grocery, Inc.",Cortelyou Ro,Brooklyn,NY,11218,"Cortelyou Ro
Brooklyn, NY 11218
(40.63857539500003, -73.97263462299998)"
Suffolk,Pharmacy Only,CVS Pharmacy #2721,Horseblock Road,Farmingville,NY,11738,"Horseblock Road
Farmingville, NY 11738
(40.83356728000007, -73.03950139899996)"
Bronx,Pharmacy Only,Oval Pharmacy,East Gun Hill Road,Bronx,NY,10467,"East Gun Hill Road
Bronx, NY 10467
(40.87859250300005, -73.87131227399993)"
Bronx,Grocery,Key Food,Lydig Avenue,Bronx,NY,10462,"Lydig Avenue
Bronx, NY 10462
(40.85444907100003, -73.86523439899997)"
Albany,Grocery w/ Pharmacy inside,Price Chopper #183,Western Avenue,Albany,NY,12203,"Western Avenue
Albany, NY 12203
(42.681916545000036, -73.84015826299998)"
Queens,Grocery,Green Valley Of Sunnyside,Greenpoint Av,Sunnyside,NY,11104,"Greenpoint Av
Sunnyside, NY 11104
(40.74083003100003, -73.92216172699995)"
Bronx,Grocery,Felino Grocery Corp,Anthony Ave,Bronx,NY,10457,"Anthony Ave
Bronx, NY 10457
(40.84342563800004, -73.90456110599996)"
Bronx,Grocery (Formula Allowed),Fine Fare,White Plains Rd,Bronx,NY,10467,"White Plains Rd
Bronx, NY 10467
(40.875121628000045, -73.86703289099995)"
Suffolk,Pharmacy Only,Walgreens #03470,New York Ave,Huntington Station,NY,11746,"New York Ave
Huntington Station, NY 11746
(40.84386629100004, -73.41195613899998)"
Kings,Pharmacy Only,Echo Drugs Inc.,Broadway,Brooklyn,NY,11211,"Broadway
Brooklyn, NY 11211
(40.70811927200003, -73.95706360999998)"
Onondaga,Grocery (Formula Allowed),Price Rite Of Syracuse #236,Erie Blvd,Syracuse,NY,13210,"Erie Blvd
Syracuse, NY 13210
(43.049487929000065, -76.12414354299995)"
Bronx,Grocery (Formula Allowed),Western Beef,Southern Boulevard,Bronx,NY,10460,"Southern Boulevard
Bronx, NY 10460
(40.84276139600007, -73.88564733599998)"
New York,Pharmacy Only,Duane Reade #14321,Avenue Of The Americas,New York,NY,10019,"Avenue Of The Americas
New York, NY 10019
(40.76309454600005, -73.97807042699998)"
Westchester,Grocery,Mana Food Center Corp,Spring Street,Ossining,NY,10562,"Spring Street
Ossining, NY 10562
(41.152892261000034, -73.86425035799994)"
Kings,Grocery,Big Banana,Kings Hw,Brooklyn,NY,11229,"Kings Hw
Brooklyn, NY 11229
(40.61318791200006, -73.94870594999998)"
Bronx,Grocery (Formula Allowed),Bravo Supermarket,E 174th Street,Bronx,NY,10457,"E 174th Street
Bronx, NY 10457
(40.84310474000006, -73.90068615199993)"
Queens,Grocery,Key Food,Jamaica Ave,Queens Village,NY,11428,"Jamaica Ave
Queens Village, NY 11428
(40.716984369000045, -73.74129121499993)"
New York,Grocery (Formula Allowed),Key Food #566,Avenue A,New York,NY,10009,"Avenue A
New York, NY 10009
(40.72634142900006, -73.98332294299996)"
Kings,Grocery,Shan Shan Grocery Inc,7th Avenue,Brooklyn,NY,11220,"7th Avenue
Brooklyn, NY 11220
(40.63988265100005, -74.00856730799995)"
Bronx,Grocery,La Bonita Grocery Store,East 183rd Street,Bronx,NY,10458,"East 183rd Street
Bronx, NY 10458
(40.856934728000056, -73.89853511999996)"
Nassau,Grocery (Formula Allowed),King Kullen Grocery #55,Merrick Road,Massapequa Park,NY,11762,"Merrick Road
Massapequa Park, NY 11762
(40.66646002300007, -73.45582544699994)"
Bronx,Grocery,"Tenares Gourmet Deli Grocery, Corp.",East 233rd Street,Bronx,NY,10466,"East 233rd Street
Bronx, NY 10466
(40.889720820000036, -73.84578232599995)"
Queens,Grocery,Price Choice,Fresh Pond Ro,Ridgewood,NY,11385,"Fresh Pond Ro
Ridgewood, NY 11385
(40.706887246000065, -73.89712512499995)"
Kings,Grocery,Key Food,New Utrecht Ave,Brooklyn,NY,11228,"New Utrecht Ave
Brooklyn, NY 11228
(40.61909066000004, -73.99899875599993)"
Suffolk,Pharmacy Only,CVS Pharmacy #3100,Route 112,Coram,NY,11727,"Route 112
Coram, NY 11727
(40.857759970000075, -72.99842293499995)"
Queens,Pharmacy Only,Health Center Pharmacy Inc.,Beach Channel Drive,Arverne,NY,11692,"Beach Channel Drive
Arverne, NY 11692
(40.59287840200005, -73.79567786599995)"
Westchester,Grocery,La Placita Fresh Market,Main Street,New Rochelle,NY,10805,"Main Street
New Rochelle, NY 10805
(40.902475018000075, -73.79056092699994)"
Chautauqua,Grocery (Formula Allowed),Tops Market #278,Central Ave,Silver Creek,NY,14136,"Central Ave
Silver Creek, NY 14136
(42.54428252000008, -79.16675992099994)"
Kings,Pharmacy Only,Ditmas Pharmacy Corp.,Ditmas Av,Brooklyn,NY,11218,"Ditmas Av
Brooklyn, NY 11218
(40.63603421300007, -73.97356155199998)"
New York,Grocery,Family Fruit & Meat Market Corp.,Saint Nicholas Ave,New York,NY,10033,"Saint Nicholas Ave
New York, NY 10033
(40.84860025000006, -73.93426215499994)"
Nassau,Pharmacy Only,CVS Pharmacy #984,Glen Street,Glen Cove,NY,11542,"Glen Street
Glen Cove, NY 11542
(40.86280691500008, -73.62392781599993)"
Rockland,Grocery,Evergreen Kosher Llc,Route 59,Monsey,NY,10952,"Route 59
Monsey, NY 10952
(41.10908159600007, -74.07929163599994)"
Niagara,Grocery (Formula Allowed),Tops Market #39,Main St,Newfane,NY,14108,"Main St
Newfane, NY 14108
(43.28145787200003, -78.70753965999995)"
Kings,Grocery,Food Basket,20th Avenue,Brooklyn,NY,11204,"20th Avenue
Brooklyn, NY 11204
(40.61833903300004, -73.98397607499999)"
Dutchess,Grocery w/ Pharmacy inside,Price Chopper #129,South Road,Poughkeepsie,NY,12601,"South Road
Poughkeepsie, NY 12601
(41.617499473000066, -73.91613298299995)"
Suffolk,Grocery (Formula Allowed),King Kullen #23,Sunrise Highway,Bay Shore,NY,11706,"Sunrise Highway
Bay Shore, NY 11706
(40.734935250000035, -73.25127959399998)"
Bronx,Pharmacy Only,Walgreens #12899,E Tremont Ave,Bronx,NY,10461,"E Tremont Ave
Bronx, NY 10461
(40.840811674000065, -73.83912905299997)"
Erie,Pharmacy Only,Walgreens #3290,Hertel Ave,Buffalo,NY,14216,"Hertel Ave
Buffalo, NY 14216
(42.948000000000036, -78.85285999999996)"
Queens,Pharmacy Only,Walgreens #07367,College Point Blvd,College Point,NY,11356,"College Point Blvd
College Point, NY 11356
(40.78466995600007, -73.84579619399994)"
Bronx,Grocery,Key Food,Boston Road,Bronx,NY,10460,"Boston Road
Bronx, NY 10460
(40.85452083800004, -73.87080594699995)"
Bronx,Grocery (Formula Allowed),Western Beef Retail Inc.,Prospect Avenue,Bronx,NY,10459,"Prospect Avenue
Bronx, NY 10459
(40.82659948400004, -73.89874692399997)"
Nassau,Grocery,Key Food,North Central Av,Valley Stream,NY,11580,"North Central Av
Valley Stream, NY 11580
(40.67792839900005, -73.70983450499995)"
Bronx,Grocery (Formula Allowed),Food Choice Market #876,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.875121628000045, -73.86703289099995)"
Bronx,Grocery,Taveras Food Center Corp,Broadway Avenue,Bronx,NY,10463,"Broadway Avenue
Bronx, NY 10463
(40.88352233300003, -73.90162652599997)"
New York,Grocery,Adam 31 Grocery Inc.,Catherine Street,New York,NY,10038,"Catherine Street
New York, NY 10038
(40.71212881100007, -73.99693991699996)"
Wyoming,Grocery,Warsaw Save-A-Lot,North Main Street,Warsaw,NY,14569,"North Main Street
Warsaw, NY 14569
(42.76667542300004, -78.12593158899995)"
Bronx,Grocery,C-Town Supermarkets,Third Avenue,Bronx,NY,10451,"Third Avenue
Bronx, NY 10451
(40.82240795300004, -73.91014573299998)"
Cortland,Grocery w/ Pharmacy inside,Price Chopper #178,State Route 13,Cortland,NY,13045,"State Route 13
Cortland, NY 13045
(42.64981884900004, -76.12335607299997)"
Westchester,Grocery,Van Courtland Park Delicatessen Inc,Van Courtland Park Ave,Yonkers,NY,10701,"Van Courtland Park Ave
Yonkers, NY 10701
(40.929456996000056, -73.88875966699999)"
Westchester,Grocery,352 Riverdale Food Center Corp,Riverdale Avenue,Yonkers,NY,10705,"Riverdale Avenue
Yonkers, NY 10705
(40.91886589200004, -73.90145271099993)"
Kings,Grocery,Posner's Food Center,15th Av,Brooklyn,NY,11219,"15th Av
Brooklyn, NY 11219
(40.62892426500008, -73.99125848399996)"
Nassau,Grocery,Food World,West Merrick Ro,Valley Stream,NY,11580,"West Merrick Ro
Valley Stream, NY 11580
(40.66867879500006, -73.71321134299995)"
Bronx,Grocery,Sabor Latino Deli Supermarket Corp,Longwood Avenue,Bronx,NY,10459,"Longwood Avenue
Bronx, NY 10459
(40.81762618700003, -73.89838094899994)"
Bronx,Grocery,Foodtown,Allerton Ave,Bronx,NY,10469,"Allerton Ave
Bronx, NY 10469
(40.86531112200004, -73.84863876499998)"
Schenectady,Grocery (Formula Allowed),Price Rite Schenectady #271,Watt St,Schenectady,NY,12304,"Watt St
Schenectady, NY 12304
(42.78803184000003, -73.92300582999997)"
Oneida,Grocery (Formula Allowed),Tops Market #586,Route 13,Camden,NY,13316,"Route 13
Camden, NY 13316
(43.33174429600007, -75.74757805499996)"
Clinton,Grocery (Formula Allowed),Price Chopper #220,Route 11,Champlain,NY,12919,"Route 11
Champlain, NY 12919
(44.982402783000055, -73.40630681899995)"
Queens,Grocery,Valentino Food Market,Fresh Pond Road,Ridgewood,NY,11385,"Fresh Pond Road
Ridgewood, NY 11385
(40.706887246000065, -73.89712512499995)"
Nassau,Pharmacy Only,CVS Pharmacy #2052,Merrick Road,Wantagh,NY,11793,"Merrick Road
Wantagh, NY 11793
(40.66475401800005, -73.50877610799995)"
Kings,Grocery,Fine Fare Supermarket,Saratoga Ave,Brooklyn,NY,11212,"Saratoga Ave
Brooklyn, NY 11212
(40.66342897800007, -73.91596072099998)"
Queens,Grocery,K C Foodmart Inc,Booth Memorial Ave,Flushing,NY,11355,"Booth Memorial Ave
Flushing, NY 11355
(40.74525257400006, -73.82161944299997)"
Tioga,Pharmacy Only,CVS #2252,Park St,Owego,NY,13827,"Park St
Owego, NY 13827
(42.10248261100003, -76.26260183799997)"
Bronx,Grocery,Courtlandt Deli Corp,Courtlandt Avenue,Bronx,NY,10451,"Courtlandt Avenue
Bronx, NY 10451
(40.820464300000026, -73.91778870199994)"
Bronx,Grocery,Associated Supermarket,W Burnside Avenue,Bronx,NY,10453,"W Burnside Avenue
Bronx, NY 10453
(40.85396964100005, -73.90944653299994)"
Kings,Grocery (Formula Allowed),Afb Golden Mango,Rockaway Parkway,Brooklyn,NY,11236,"Rockaway Parkway
Brooklyn, NY 11236
(40.64379788200006, -73.90080056899995)"
Queens,Grocery,Best Linden Deli Inc.,Linden St,Ridgewood,NY,11385,"Linden St
Ridgewood, NY 11385
(40.70743990700004, -73.90533926899997)"
Kings,Grocery,Fresh Fruit & Food Center,Penn St,Brooklyn,NY,11211,"Penn St
Brooklyn, NY 11211
(40.704160012000045, -73.95530100199994)"
Kings,Grocery,Key Food,Atlantic Ave,Brooklyn,NY,11201,"Atlantic Ave
Brooklyn, NY 11201
(40.69004876500003, -73.99368699799999)"
Richmond,Grocery (Formula Allowed),Stop & Shop #2512,Richmond Av,Staten Island,NY,10314,"Richmond Av
Staten Island, NY 10314
(40.58146888700003, -74.16907282799997)"
Ontario,Grocery (Formula Allowed),Tops Market #435,Route 96,Farmington,NY,14425,"Route 96
Farmington, NY 14425
(42.974423570000056, -77.34446013899998)"
Onondaga,Grocery,Dominick's Market,Gertrude St,Syracuse,NY,13203,"Gertrude St
Syracuse, NY 13203
(43.05478331200004, -76.13636337199995)"
Livingston,Grocery,Caledonia Marketplace,Main Street,Caledonia,NY,14423,"Main Street
Caledonia, NY 14423
(42.976446673000055, -77.87337145999999)"
Queens,Grocery,Dylan & Madison Food Corp,41st Ave,Elmhurst,NY,11373,"41st Ave
Elmhurst, NY 11373
(40.74705463500004, -73.87016829099997)"
Bronx,Pharmacy Only,Bronx Family Pharmacy Corp.,White Plains Road,Bronx,NY,10462,"White Plains Road
Bronx, NY 10462
(40.84082233700008, -73.86435027699997)"
Westchester,Grocery (Formula Allowed),Target #1358,City Place,White Plains,NY,10601,"City Place
White Plains, NY 10601
(41.03296005900006, -73.76487494199995)"
New York,Grocery,C'town Supermarket,West 116th Street,New York,NY,10026,"West 116th Street
New York, NY 10026
(40.803129424000076, -73.95234263699996)"
Hamilton,Grocery,Charles Johns Store,Elm Lake Rd,Speculator,NY,12164,"Elm Lake Rd
Speculator, NY 12164
(43.509473988000025, -74.35566757999999)"
New York,Pharmacy Only,Duane Reade #14138,7th Ave,New York,NY,10001,"7th Ave
New York, NY 10001
(40.74827000000005, -73.99224999999996)"
Erie,Grocery w/ Pharmacy inside,Tops Market #41,Maple Rd,Amherst,NY,14226,"Maple Rd
Amherst, NY 14226
(42.990734745000054, -78.80553887999997)"
Queens,Grocery,Fresh Fruit & Cafe Organic Inc.,Broadway,Astoria,NY,11106,"Broadway
Astoria, NY 11106
(40.76348448600004, -73.92856293599993)"
Suffolk,Grocery (Formula Allowed),Fine Fare,Clarke St,Brentwood,NY,11717,"Clarke St
Brentwood, NY 11717
(40.798809998000024, -73.25325176799998)"
